municipio_cod;municipio_fato;data_fato;mes;ano;risp;rmbh;natureza_delito;tentado_consumado;qtde_vitimas
310640;BELO VALE;2023-01-01 00:00:00;1;2023;13º Departamento - Barbacena;3) Interior de MG;AMEACA;CONSUMADO;1
310650;BERILO;2023-01-01 00:00:00;1;2023;14º Departamento - Curvelo;3) Interior de MG;AMEACA;CONSUMADO;1
310670;BETIM;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);AMEACA;CONSUMADO;5
310670;BETIM;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);OUTRAS INFRACOES CONTRA DIGNIDADE SEXUAL E A FAMIL;CONSUMADO;1
310670;BETIM;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);VIAS DE FATO / AGRESSAO;CONSUMADO;2
310690;BICAS;2023-01-01 00:00:00;1;2023;4º Departamento - Juiz de Fora;3) Interior de MG;AMEACA;CONSUMADO;1
310690;BICAS;2023-01-01 00:00:00;1;2023;4º Departamento - Juiz de Fora;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
310700;BIQUINHAS;2023-01-01 00:00:00;1;2023;7º Departamento - Divinópolis;3) Interior de MG;AMEACA;CONSUMADO;1
310710;BOA ESPERANCA;2023-01-01 00:00:00;1;2023;6º Departamento - Lavras;3) Interior de MG;CALUNIA;CONSUMADO;1
310730;BOCAIUVA;2023-01-01 00:00:00;1;2023;11º Departamento - Montes Claros;3) Interior de MG;AMEACA;CONSUMADO;1
310740;BOM DESPACHO;2023-01-01 00:00:00;1;2023;7º Departamento - Divinópolis;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
310750;BOM JARDIM DE MINAS;2023-01-01 00:00:00;1;2023;13º Departamento - Barbacena;3) Interior de MG;AMEACA;CONSUMADO;1
310800;BOM SUCESSO;2023-01-01 00:00:00;1;2023;6º Departamento - Lavras;3) Interior de MG;AMEACA;CONSUMADO;2
310800;BOM SUCESSO;2023-01-01 00:00:00;1;2023;6º Departamento - Lavras;3) Interior de MG;DANO;CONSUMADO;1
310830;BORDA DA MATA;2023-01-01 00:00:00;1;2023;17º Departamento - Pouso Alegre;3) Interior de MG;AMEACA;CONSUMADO;1
310855;BRASILANDIA DE MINAS;2023-01-01 00:00:00;1;2023;16º Departamento - Unaí;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
310860;BRASILIA DE MINAS;2023-01-01 00:00:00;1;2023;11º Departamento - Montes Claros;3) Interior de MG;AMEACA;CONSUMADO;1
310900;BRUMADINHO;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);AMEACA;CONSUMADO;1
310900;BRUMADINHO;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);VIAS DE FATO / AGRESSAO;CONSUMADO;1
310920;BUENOPOLIS;2023-01-01 00:00:00;1;2023;14º Departamento - Curvelo;3) Interior de MG;AMEACA;CONSUMADO;1
310940;BURITIZEIRO;2023-01-01 00:00:00;1;2023;14º Departamento - Curvelo;3) Interior de MG;DANO;CONSUMADO;1
310940;BURITIZEIRO;2023-01-01 00:00:00;1;2023;14º Departamento - Curvelo;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
311000;CAETE;2023-01-01 00:00:00;1;2023;3º Departamento - Vespasiano;2) RMBH (sem BH);VIAS DE FATO / AGRESSAO;CONSUMADO;1
311040;CAMACHO;2023-01-01 00:00:00;1;2023;7º Departamento - Divinópolis;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
311060;CAMBUI;2023-01-01 00:00:00;1;2023;17º Departamento - Pouso Alegre;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
311070;CAMBUQUIRA;2023-01-01 00:00:00;1;2023;6º Departamento - Lavras;3) Interior de MG;ATEND. DENUNCIA INFRACOES CONTRA MULHER(VIOLENCIA ;CONSUMADO;1
311090;CAMPANHA;2023-01-01 00:00:00;1;2023;6º Departamento - Lavras;3) Interior de MG;AMEACA;CONSUMADO;1
311110;CAMPINA VERDE;2023-01-01 00:00:00;1;2023;5º Departamento - Uberaba;3) Interior de MG;AMEACA;CONSUMADO;2
311110;CAMPINA VERDE;2023-01-01 00:00:00;1;2023;5º Departamento - Uberaba;3) Interior de MG;DANO;CONSUMADO;1
311110;CAMPINA VERDE;2023-01-01 00:00:00;1;2023;5º Departamento - Uberaba;3) Interior de MG;LESAO CORPORAL;CONSUMADO;2
311120;CAMPO BELO;2023-01-01 00:00:00;1;2023;6º Departamento - Lavras;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
311130;CAMPO DO MEIO;2023-01-01 00:00:00;1;2023;18º Departamento - Poços de Caldas;3) Interior de MG;DESCUMPRIMENTO DE MEDIDA PROTETIVA DE URGENCIA;CONSUMADO;1
311205;CANTAGALO;2023-01-01 00:00:00;1;2023;8º Departamento - Governador Valadares;3) Interior de MG;ATEND. DENUNCIA INFRACOES CONTRA MULHER(VIOLENCIA ;CONSUMADO;1
311230;CAPELINHA;2023-01-01 00:00:00;1;2023;14º Departamento - Curvelo;3) Interior de MG;AMEACA;CONSUMADO;1
311230;CAPELINHA;2023-01-01 00:00:00;1;2023;14º Departamento - Curvelo;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
311270;CAPITAO ENEIAS;2023-01-01 00:00:00;1;2023;11º Departamento - Montes Claros;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
311280;CAPITOLIO;2023-01-01 00:00:00;1;2023;18º Departamento - Poços de Caldas;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
311280;CAPITOLIO;2023-01-01 00:00:00;1;2023;18º Departamento - Poços de Caldas;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
311330;CARANGOLA;2023-01-01 00:00:00;1;2023;4º Departamento - Juiz de Fora;3) Interior de MG;AMEACA;CONSUMADO;1
311330;CARANGOLA;2023-01-01 00:00:00;1;2023;4º Departamento - Juiz de Fora;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
311330;CARANGOLA;2023-01-01 00:00:00;1;2023;4º Departamento - Juiz de Fora;3) Interior de MG;OUTRAS ACOES DEFESA SOCIAL;CONSUMADO;1
311340;CARATINGA;2023-01-01 00:00:00;1;2023;12º Departamento - Ipatinga;3) Interior de MG;AMEACA;CONSUMADO;1
311340;CARATINGA;2023-01-01 00:00:00;1;2023;12º Departamento - Ipatinga;3) Interior de MG;DESCUMPRIMENTO DE MEDIDA PROTETIVA DE URGENCIA;CONSUMADO;1
311340;CARATINGA;2023-01-01 00:00:00;1;2023;12º Departamento - Ipatinga;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
311360;CAREACU;2023-01-01 00:00:00;1;2023;17º Departamento - Pouso Alegre;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;2
311390;CARMO DA CACHOEIRA;2023-01-01 00:00:00;1;2023;6º Departamento - Lavras;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
311400;CARMO DA MATA;2023-01-01 00:00:00;1;2023;6º Departamento - Lavras;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
311420;CARMO DO CAJURU;2023-01-01 00:00:00;1;2023;7º Departamento - Divinópolis;3) Interior de MG;DIFAMACAO;CONSUMADO;1
311430;CARMO DO PARANAIBA;2023-01-01 00:00:00;1;2023;10º Departamento - Patos de Minas;3) Interior de MG;AMEACA;CONSUMADO;2
311430;CARMO DO PARANAIBA;2023-01-01 00:00:00;1;2023;10º Departamento - Patos de Minas;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
311430;CARMO DO PARANAIBA;2023-01-01 00:00:00;1;2023;10º Departamento - Patos de Minas;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
311440;CARMO DO RIO CLARO;2023-01-01 00:00:00;1;2023;18º Departamento - Poços de Caldas;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
311455;CARNEIRINHO;2023-01-01 00:00:00;1;2023;5º Departamento - Uberaba;3) Interior de MG;DESCUMPRIMENTO DE MEDIDA PROTETIVA DE URGENCIA;CONSUMADO;1
311510;CASSIA;2023-01-01 00:00:00;1;2023;18º Departamento - Poços de Caldas;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
311530;CATAGUASES;2023-01-01 00:00:00;1;2023;4º Departamento - Juiz de Fora;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
311530;CATAGUASES;2023-01-01 00:00:00;1;2023;4º Departamento - Juiz de Fora;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
311540;CATAS ALTAS DA NORUEGA;2023-01-01 00:00:00;1;2023;13º Departamento - Barbacena;3) Interior de MG;ATRITO VERBAL;CONSUMADO;1
311570;CENTRAL DE MINAS;2023-01-01 00:00:00;1;2023;8º Departamento - Governador Valadares;3) Interior de MG;HOMICIDIO;TENTADO;1
311590;CHACARA;2023-01-01 00:00:00;1;2023;4º Departamento - Juiz de Fora;3) Interior de MG;INJURIA;CONSUMADO;1
311615;CHAPADA GAUCHA;2023-01-01 00:00:00;1;2023;16º Departamento - Unaí;3) Interior de MG;AMEACA;CONSUMADO;1
311660;CLAUDIO;2023-01-01 00:00:00;1;2023;7º Departamento - Divinópolis;3) Interior de MG;AMEACA;CONSUMADO;1
311660;CLAUDIO;2023-01-01 00:00:00;1;2023;7º Departamento - Divinópolis;3) Interior de MG;LESAO CORPORAL;CONSUMADO;2
311750;CONCEICAO DO MATO DENTRO;2023-01-01 00:00:00;1;2023;14º Departamento - Curvelo;3) Interior de MG;AMEACA;CONSUMADO;1
311780;CONCEICAO DOS OUROS;2023-01-01 00:00:00;1;2023;17º Departamento - Pouso Alegre;3) Interior de MG;ATEND. DENUNCIA INFRACOES CONTRA MULHER(VIOLENCIA ;CONSUMADO;1
311830;CONSELHEIRO LAFAIETE;2023-01-01 00:00:00;1;2023;13º Departamento - Barbacena;3) Interior de MG;ATENDIMENTO DE DENUNCIA DE INFRACOES CONTRA A VIDA;CONSUMADO;1
311830;CONSELHEIRO LAFAIETE;2023-01-01 00:00:00;1;2023;13º Departamento - Barbacena;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
311830;CONSELHEIRO LAFAIETE;2023-01-01 00:00:00;1;2023;13º Departamento - Barbacena;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
311860;CONTAGEM;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);AMEACA;CONSUMADO;4
311860;CONTAGEM;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);ATEND. DENUNCIA DE INFRACOES CONTRA CRIANCAS E ADO;CONSUMADO;1
311860;CONTAGEM;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);ATRITO VERBAL;CONSUMADO;2
311860;CONTAGEM;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);DANO;CONSUMADO;2
311860;CONTAGEM;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);DESCUMPRIMENTO DE MEDIDA PROTETIVA DE URGENCIA;CONSUMADO;1
311860;CONTAGEM;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);ESTUPRO;CONSUMADO;1
311860;CONTAGEM;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);FURTO;CONSUMADO;1
311860;CONTAGEM;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);LESAO CORPORAL;CONSUMADO;1
311860;CONTAGEM;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);PERSEGUICAO;CONSUMADO;1
311860;CONTAGEM;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);VIAS DE FATO / AGRESSAO;CONSUMADO;4
311920;COROACI;2023-01-01 00:00:00;1;2023;8º Departamento - Governador Valadares;3) Interior de MG;DESCUMPRIMENTO DE MEDIDA PROTETIVA DE URGENCIA;CONSUMADO;1
311940;CORONEL FABRICIANO;2023-01-01 00:00:00;1;2023;12º Departamento - Ipatinga;3) Interior de MG;AMEACA;CONSUMADO;2
311940;CORONEL FABRICIANO;2023-01-01 00:00:00;1;2023;12º Departamento - Ipatinga;3) Interior de MG;INJURIA;CONSUMADO;1
311940;CORONEL FABRICIANO;2023-01-01 00:00:00;1;2023;12º Departamento - Ipatinga;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
311950;CORONEL MURTA;2023-01-01 00:00:00;1;2023;15º Departamento - Teófilo Otoni;3) Interior de MG;AMEACA;CONSUMADO;1
312010;COUTO DE MAGALHAES DE MINAS;2023-01-01 00:00:00;1;2023;14º Departamento - Curvelo;3) Interior de MG;AMEACA;CONSUMADO;1
312080;CRUZILIA;2023-01-01 00:00:00;1;2023;17º Departamento - Pouso Alegre;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
312090;CURVELO;2023-01-01 00:00:00;1;2023;14º Departamento - Curvelo;3) Interior de MG;AMEACA;CONSUMADO;2
312090;CURVELO;2023-01-01 00:00:00;1;2023;14º Departamento - Curvelo;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
312110;DELFIM MOREIRA;2023-01-01 00:00:00;1;2023;17º Departamento - Pouso Alegre;3) Interior de MG;AMEACA;CONSUMADO;1
312120;DELFINOPOLIS;2023-01-01 00:00:00;1;2023;18º Departamento - Poços de Caldas;3) Interior de MG;AMEACA;CONSUMADO;2
312160;DIAMANTINA;2023-01-01 00:00:00;1;2023;14º Departamento - Curvelo;3) Interior de MG;LESAO CORPORAL;CONSUMADO;2
312200;DIVINO;2023-01-01 00:00:00;1;2023;4º Departamento - Juiz de Fora;3) Interior de MG;AMEACA;CONSUMADO;1
312230;DIVINOPOLIS;2023-01-01 00:00:00;1;2023;7º Departamento - Divinópolis;3) Interior de MG;AMEACA;CONSUMADO;2
312230;DIVINOPOLIS;2023-01-01 00:00:00;1;2023;7º Departamento - Divinópolis;3) Interior de MG;ATRITO VERBAL;CONSUMADO;1
312230;DIVINOPOLIS;2023-01-01 00:00:00;1;2023;7º Departamento - Divinópolis;3) Interior de MG;LESAO CORPORAL;CONSUMADO;2
312230;DIVINOPOLIS;2023-01-01 00:00:00;1;2023;7º Departamento - Divinópolis;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;2
312245;DIVISOPOLIS;2023-01-01 00:00:00;1;2023;15º Departamento - Teófilo Otoni;3) Interior de MG;HOMICIDIO;CONSUMADO;1
312310;DORES DE GUANHAES;2023-01-01 00:00:00;1;2023;8º Departamento - Governador Valadares;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
312370;ENGENHEIRO CALDAS;2023-01-01 00:00:00;1;2023;8º Departamento - Governador Valadares;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
312410;ESMERALDAS;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);AMEACA;CONSUMADO;3
312410;ESMERALDAS;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);DANO;CONSUMADO;1
312420;ESPERA FELIZ;2023-01-01 00:00:00;1;2023;12º Departamento - Ipatinga;3) Interior de MG;AMEACA;CONSUMADO;1
312420;ESPERA FELIZ;2023-01-01 00:00:00;1;2023;12º Departamento - Ipatinga;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
312430;ESPINOSA;2023-01-01 00:00:00;1;2023;11º Departamento - Montes Claros;3) Interior de MG;FURTO;CONSUMADO;2
312500;EWBANK DA CAMARA;2023-01-01 00:00:00;1;2023;13º Departamento - Barbacena;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
312510;EXTREMA;2023-01-01 00:00:00;1;2023;17º Departamento - Pouso Alegre;3) Interior de MG;AMEACA;CONSUMADO;1
312510;EXTREMA;2023-01-01 00:00:00;1;2023;17º Departamento - Pouso Alegre;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
312510;EXTREMA;2023-01-01 00:00:00;1;2023;17º Departamento - Pouso Alegre;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
312570;FELIXLANDIA;2023-01-01 00:00:00;1;2023;14º Departamento - Curvelo;3) Interior de MG;PERSEGUICAO;CONSUMADO;1
312595;FERVEDOURO;2023-01-01 00:00:00;1;2023;4º Departamento - Juiz de Fora;3) Interior de MG;AMEACA;CONSUMADO;1
312600;FLORESTAL;2023-01-01 00:00:00;1;2023;2º Departamento - Contagem;2) RMBH (sem BH);VIOLENCIA PSICOLOGICA;CONSUMADO;1
312610;FORMIGA;2023-01-01 00:00:00;1;2023;7º Departamento - Divinópolis;3) Interior de MG;AMEACA;CONSUMADO;1
312610;FORMIGA;2023-01-01 00:00:00;1;2023;7º Departamento - Divinópolis;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
312640;FORTUNA DE MINAS;2023-01-01 00:00:00;1;2023;19º Departamento - Sete Lagoas;3) Interior de MG;FURTO;CONSUMADO;1
312670;FRANCISCO SA;2023-01-01 00:00:00;1;2023;11º Departamento - Montes Claros;3) Interior de MG;AMEACA;CONSUMADO;1
312710;FRUTAL;2023-01-01 00:00:00;1;2023;5º Departamento - Uberaba;3) Interior de MG;AMEACA;CONSUMADO;2
312710;FRUTAL;2023-01-01 00:00:00;1;2023;5º Departamento - Uberaba;3) Interior de MG;ATEND. DENUNCIA INFRACOES CONTRA MULHER(VIOLENCIA ;CONSUMADO;2
312710;FRUTAL;2023-01-01 00:00:00;1;2023;5º Departamento - Uberaba;3) Interior de MG;LESAO CORPORAL;CONSUMADO;1
312710;FRUTAL;2023-01-01 00:00:00;1;2023;5º Departamento - Uberaba;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
312738;GOIANA;2023-01-01 00:00:00;1;2023;4º Departamento - Juiz de Fora;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
312760;GOUVEIA;2023-01-01 00:00:00;1;2023;14º Departamento - Curvelo;3) Interior de MG;AMEACA;CONSUMADO;1
312760;GOUVEIA;2023-01-01 00:00:00;1;2023;14º Departamento - Curvelo;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;1
312770;GOVERNADOR VALADARES;2023-01-01 00:00:00;1;2023;8º Departamento - Governador Valadares;3) Interior de MG;AMEACA;CONSUMADO;3
312770;GOVERNADOR VALADARES;2023-01-01 00:00:00;1;2023;8º Departamento - Governador Valadares;3) Interior de MG;DANO;CONSUMADO;1
312770;GOVERNADOR VALADARES;2023-01-01 00:00:00;1;2023;8º Departamento - Governador Valadares;3) Interior de MG;DESOBEDECE ORDEM JUDICIAL (PERDA/SUS DIREITO);CONSUMADO;2
312770;GOVERNADOR VALADARES;2023-01-01 00:00:00;1;2023;8º Departamento - Governador Valadares;3) Interior de MG;LESAO CORPORAL;CONSUMADO;6
312770;GOVERNADOR VALADARES;2023-01-01 00:00:00;1;2023;8º Departamento - Governador Valadares;3) Interior de MG;PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS;CONSUMADO;1
312770;GOVERNADOR VALADARES;2023-01-01 00:00:00;1;2023;8º Departamento - Governador Valadares;3) Interior de MG;VIAS DE FATO / AGRESSAO;CONSUMADO;6
